id,name,ein,address,city,state,zip5,website,phone
0,555 New Jersey Ave NW Inc,521797147,555 New Jersey Avenue NW,Washington,District of Columbia,20001,-,-
0,8 Webster Avenue Foundation,421708015,555 Thirteenth St NW,Washington,District of Columbia,20004,-,-
127599,801 Housing Assistance Center,-,801 East Building 2700 Martin Luther King Ave SE Washington 200,Washington,District of Columbia,-,-,(202) 561-4014
129072,801- East Housing Assistance Center,-,2700 Martin Luther King Jr. Avenue,Washington,District of Columbia,20032,Http://Www.Catholiccharitiesdc.Org,(202) 561-4014
0,826dc Inc,262426166,1220 New Hampshire Ave NW,Washington,District of Columbia,20036,-,-
0,A Abraham Zelmanowitz Aza,352445273,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A Acheem,300736391,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A Admiral Rickover Aza,371692453,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A AL Jolson Aza 317,383875357,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A Albert Einstein,371692446,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A Brighter Horizon Non Profit,204577672,1508 18th St SE Apt 2,Washington,District of Columbia,20020,-,-
0,A Childs Promise International,300259173,811 Sheridan St NW,Washington,District of Columbia,20011,-,-
0,A E T Library Endowment,521460362,1902 18th St NW,Washington,District of Columbia,20009,-,-
0,A Fellowship of Catholic Scholars Inc,352071291,487 Michigan Ave NE,NE Washington,District of Columbia,20017,-,-
0,A Fellowship of Seventh Day Sabbath Keepers,521069932,3608 Martin Luther King Jr Ave SE,Washington,District of Columbia,20032,-,-
0,A G A S Educational Fund,510530627,PO Box 91071,Washington,District of Columbia,20090,-,-
0,A Man of A True Delilverance,275195043,4637 Hilltop Ter SE,Washington,District of Columbia,20019,-,-
0,A Natural Home Anh Inc,364537412,1050 17th St NW Ste 1000,Washington,District of Columbia,20036,-,-
0,A New Beginning Transitional Home,272434340,1241 Oates St NE,Washington,District of Columbia,20002,-,-
0,A Philip Randolph Educational Fund,136180232,815 16th St NW,Washington,District of Columbia,20006,-,-
0,A Philip Randolph Institute Inc,132548181,815 16th Street NW 5th Flr,Washington,District of Columbia,20006,-,-
0,A Place in the Sun,271534648,201 I St SW,Washington,District of Columbia,20024,-,-
0,A Salon Ltd,521176436,6925 Willow St NW Ste 16,Washington,District of Columbia,20012,-,-
0,A Thousand Suns Foundation,272628244,3860 Rodman St NW Apt A223,Washington,District of Columbia,20016,-,-
0,A Well Fed World,270865905,815 Otis Pl NW,Washington,District of Columbia,20010,-,-
127600,A Wider Circle,-,-,Washington,District of Columbia,-,Http://Www.Awidercircle.Org/Partnerre...,(301) 608-3504
0,A Womans Bridge Foundation,271652373,PO Box 5421,Washington,District of Columbia,20016,-,-
127602,A-Men! Anacostia Men's Employment Network,-,"3111 Martin Luther King, Jr. Ave, SE",Washington,District of Columbia,20032,-,(202) 562-2636
0,A0195 Ramon Aza,452506292,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A0545 Peninsula Aza,274014762,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A1043 Eastside Aza,454535520,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A1046 Stampede Aza,364732708,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A111 Exodus Aza,300736340,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A1298 David Klein Shalom Bahava Aza,273915419,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A1488 House of David Aza,383875336,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A151 Hank Greenberg Aza,352445268,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A1550 Rainier Aza,454535868,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A1646 Weprin Kadima Aza,300736326,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A2 Greater Kc Aza,320377405,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A22 Nordaunian Aza,383875371,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A2329 Drew Corson Aza,320377368,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A246 Indy Brae Sheath Aza,320377415,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A2463 Chaim Hazaz Aza,364732689,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A2525 Dreidel Aza,274017003,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A2546 Western Aza,352445230,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A309 Tzavah Aza,320377370,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A313 Evan Shapiro Aza,611683358,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A360 Cw Aza,454605191,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A442 Rebels Aza,383875360,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A55 Heart of Ohio Aza,611683393,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A6 Pinchick Aza,352445275,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A63 Kishon Aza,364732759,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A65 Sol Stern Aza,454605151,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A656 Yitzhak Rabin Aza,364732719,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A705 Greenspun Aza,320377400,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A734 Klutznick Aza,352445282,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,A88 Harry Houdini Aza,364732757,2020 K St NW FL 7,Washington,District of Columbia,20006,-,-
0,Aaa Foundation for Traffic Safety,520794368,607 14th St NW,Washington,District of Columbia,20005,-,-
0,Aabc Commissioning Group,204759323,1518 K St NW Ste 503,Washington,District of Columbia,20005,-,-
0,Aar Nrlc Group Insurance Trust,521161363,425 Third St SE Ste 1000,Washington,District of Columbia,20024,-,-
0,Aaron and Cecile Goldman Foundation Margolius Mallios Et AL,526037949,4201 Connecticut Ave NW Ste 600,Washington,District of Columbia,20008,-,-
0,AARP,951985500,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 037 Topeka,486130012,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 100 National Capital,526073052,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1002 Searcy Area,237203577,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1004 Mohegan,237182455,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1018 South Side Pittsburgh,237184681,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1023 Huntsville Madison County,956383416,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 103 Atlanta Buckhead,586066252,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1031 Titusville,237175273,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1041 Colonial Heights,237229182,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1043 Northeast San Antonio,237199702,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1045 Highland Park,237223472,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1047 Winter Park,237183313,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1048 Blytheville,237375082,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1049 Cooke County,237191768,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1053 Webster St Louis County,956379572,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1056 Willow Meadows,237222040,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1057 Ormond By the Sea,237198222,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1062 Ocean City NJ,237201743,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1067 Danbury Connecticut,237184182,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1068 Hopkins County,237205390,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1076 Rhinelander Area,956379493,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1078 Eastern Kankakee County,237262009,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 108 Austin,237060613,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1084 Seaford Area,956379495,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1085 Mobridge,237191213,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1089 Jacksonville Arlington,237191215,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 109 Bella Vista,237194486,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1096 River Roads Chapter,956379496,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1100 Black Forest,237201896,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1101 Windsor Connecticut,956379573,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1104 Barberton Area,237195750,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1114 Hancock County,237222039,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1129 Valdosta Georgia,237221683,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1131 Little Farms,237205007,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1132 Medford Mystick,237279973,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1147 Woodlawn,237205008,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1152 Athens,237221315,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1156 Sweeny,237205398,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1158 Westminster,237222038,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 116 Bluefield,237247755,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1160 Northshore Houston,237247771,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1162 Plumas County,237229188,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1163 Lake County,237229191,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1169 Fort Morgan,237229190,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1171 Anahuac,237247774,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1172 Gulfgate,237247775,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1175 Monroe County,237238979,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1179 Benld Area,237238782,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1182 Township of Middle,237247776,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1183 Putnam County,237245064,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1187 Columbus Area,237241860,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1189 Las Vegas,237329798,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1191 Nicolet Area,237238972,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1193 Somerset,237290115,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1199 Vernon Leesville,237247784,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 120 Dayton,316077328,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1200 Nacogdoches,237247785,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1213 Jackson County,237247790,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 122 Springfield Ozarks,436072491,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1230 Las Cruces,237247802,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1235 Souhegan Valley,237261640,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1239 Southwest Little Rock,237247807,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1242 Ft Schuyler,237247809,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1243 Durango,237328170,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1251 Hurst Euless Bedford,237247812,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1258 Custer County Oklahoma,237247815,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1264 Quinebaug Area,237247817,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1265 Northwest Houston,237250430,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1266 Westside Fort Worth,237261311,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1270 Wayne County Missouri,237247819,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1271 Richfield,237247082,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1273 Fort Lee,237265405,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1274 Hudson Falls Fort Edward,237351778,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1276 Wicomico County,237264205,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1278 Dorchester County,237261711,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1281 Harrison,237247821,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1283 Butts County,237319673,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1287 West Akron,237247828,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 129 Harrisonburg Rockingham,546068524,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1302 East Providence,237269049,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1308 Zapata Texas,237260700,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 131 West Essex,226092201,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1313 Van Zandt County,237264204,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1315 Bay County Chapter,237247826,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1317 Dallas Walnut Hill,237246658,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 132 Woodstock,237058262,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1328 Bloomington,237264043,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1329 Hopkinsville Kentucky,237261713,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1335 Bonners Ferry,237275537,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1337 Mile High of Denver,237267683,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1338 Lake Providence,237261714,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1340 Granite City and Vicinity,237261643,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1346 Taylor County,237261102,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1347 Alton Illinois,237264046,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1351 Lower Keys,237261316,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1357 Port Richey Hudson,237265395,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1359 Copperas Cove,237266914,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 137 Middle Tennessee,626073221,601 E St NW Ste A1 350,Washington,District of Columbia,20049,-,-
0,AARP 1370 North Hennepin County,237267684,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1371 Midway of Chicago,237267681,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1374 Bellaire,237269051,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 139 San Mateo,941666755,601 E St NW,Washington,District of Columbia,20004,-,-
0,AARP 1390 Platte,237267679,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1394 Olmstead,237275540,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1395 Baychester Chapter,237269053,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1396 Farmville Virginia,237266916,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1398 Matagorda County,237278540,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1399 Crater of Petersburg VA,237269054,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 14 Fort Worth,756059757,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1402 Montrose,237275541,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1403 Ellis Kansas,237276297,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1404 San Juan Puerto Rico,237290155,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1405 Flushing,237287369,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1408 Covington County,237273286,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1410 Herkimer County,237272455,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1411 Churchill,237279976,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1413 Satellite Beach Florida,237307662,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1416 Rock Hill,237321424,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1418 Craig,237287370,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1419 El Campo,237279977,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1420 Horseshoe Bend,237288761,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1424 West Brighton,237286950,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1426 Greenville,237278539,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1435 Pittsburgh Observator,237290157,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1441 Greater Middletown,237281347,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1446 Washington County,237307657,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 146 Tuscaloosa County,636066375,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1466 New London,237252426,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1467 Berthoud,237292221,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1474 Auburn Area,237298660,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1477 West Wyandotte County Kansas,237302043,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1478 Autauga County,237292224,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1480 Holyoke,237297973,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1481 Opelousas Area,237297986,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1482 Woodbury,237300889,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1487 Emsworth,237305363,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1489 Irvine,237297987,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1492 Jackson County,237305364,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1496 Grant County,237298659,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 15 Paterson Chapter,221934530,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 150 Lake County,366163976,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1505 Sealy,237307651,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1506 Sparta Area,237300890,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1514 Bishop,237304786,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1516 Big Rock North Little,237302227,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1520 West Chester,237307656,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1523 Hamburg New York,237298658,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1526 Greater Richland Hills,237311077,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 153 Des Moines,426101854,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1530 Slidel Area,237307653,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1544 Center City Kansas City Kansas,237317128,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1546 Riverdale,237298657,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1550 Greater Euclid Area,237311086,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1555 Long Beach Peninsula,237321382,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1572 Crisfield,237317140,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1577 Rockland County,237307658,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1581 Loudoun County,237309371,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1583 Zion of Portsmouth,237307687,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1584 Radford Virgina,237357462,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1588 Wesport Area Conn,237319672,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 159 Pittsfield Area,46183622,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1592 Central Nassau,237306641,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1601 Talbot County,237319311,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1612 Clairton Area,237317119,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1633 Peterstown Valley,237321383,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1639 Garden Grove,237321412,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 165 Starkville,646037743,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1651 Richardson Texas,237329805,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1655 Kemmerer,237334152,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1662 Silver Springs Shores,237357455,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1667 Fairlawn Area,237345570,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1686 Anderson Area,237351166,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1688 Lincoln County,237356146,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1696 Douglas County,237351170,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1697 Minnehaha Falls,237351780,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1698 Cherry Hill NJ,237357464,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1703 Hatboro Area,237315350,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1714 Carteret County,237357457,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1715 Akron Firestone Park Area,237360512,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1716 Enon Valley Area,237364284,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1717 Picayune Area,237356153,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1724 Ventnor,237359243,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1728 Ozark Acres,237364288,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1729 Piggott,237365862,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 173 Pueblo,237067800,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1733 Houston Mt Vernon,237364285,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1739 Cheyenne County Kansas,237367973,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1746 Porterville Area,237364290,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 175 Claymont Area,237097943,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1756 Ellwood City Area,237365318,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1764 Richmond Madison County KY,237376595,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1775 Hawthorne at Leesburg,237366554,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1791 Ironwood Township,237376535,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1797 Forsyth County,237377888,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 180 First Brooklyn,116083959,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1807 Bedford Area,237375086,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1808 Minerva,237404730,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1811 Tulsa Farm,237377551,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1815 Old Forge Chapter,237376582,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1816 Johnson County,237377889,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1823 New Braunfels,237385444,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1825 Ketchikan,237383653,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1828 Scotlandville,237379056,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1829 Donna,237381466,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1831 Hartselle,237379059,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1835 Hinsdale Chapter,237381463,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1837 Jeffersonville,237377891,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1847 Danbury Berkshire,237384465,601 E St NW,Washington,District of Columbia,20049,-,-
0,AARP 1855 Kingsville,237387087,601 E St NW,Washington,District of Columbia,20049,-,-
